Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3,Report_Date_String,Delta_Deaths,Doses_Admin,Delta_Doses_Admin
Netherlands,4/29/22,8228081,22870,,,2034,,48019.50385042247,,,,,528,NLD,2022/04/29,5,35828643,0
Netherlands,5/2/22,8232276,22883,,,4195,,48043.986086153076,,,,,528,NLD,2022/05/02,13,35828643,0
Netherlands,5/3/22,8234077,22889,,,1801,,48054.496814770675,,,,,528,NLD,2022/05/03,6,36013757,185114
Netherlands,5/4/22,8235998,22893,,,1921,,48065.70786955935,,,,,528,NLD,2022/05/04,4,36013757,0
Netherlands,5/6/22,8239192,22897,,,3194,,48084.348217812876,,,,,528,NLD,2022/05/06,4,36013757,0
Netherlands,5/7/22,8239429,22898,,,237,,48085.731362000755,,,,,528,NLD,2022/05/07,1,36013757,0
Netherlands,5/9/22,8243298,22907,,,3869,,48108.3110449666,,,,,528,NLD,2022/05/09,9,36013757,0
Netherlands,5/10/22,8244881,22910,,,1583,,48117.54951437341,,,,,528,NLD,2022/05/10,3,36126361,112604
Netherlands,5/11/22,8246569,22916,,,1688,,48127.400769179905,,,,,528,NLD,2022/05/11,6,36126361,0
Netherlands,5/12/22,8247997,22921,,,1428,,48135.734650615734,,,,,528,NLD,2022/05/12,5,36126361,0
Netherlands,5/13/22,8249963,22922,,,1966,,48147.20832771857,,,,,528,NLD,2022/05/13,1,36126361,0
Netherlands,5/16/22,8253161,22924,,,3198,,48165.8720201778,,,,,528,NLD,2022/05/16,2,36126361,0
Netherlands,5/17/22,8254473,22927,,,1312,,48173.528919648255,,,,,528,NLD,2022/05/17,3,36126361,0
Netherlands,5/18/22,8256062,22928,,,1589,,48182.80240536361,,,,,528,NLD,2022/05/18,1,36126361,0
Netherlands,5/19/22,8257498,22932,,,1436,,48191.182975210846,,,,,528,NLD,2022/05/19,4,36281590,155229
Netherlands,5/20/22,8259308,22937,,,1810,,48201.746228291275,,,,,528,NLD,2022/05/20,5,36281590,0
Netherlands,5/21/22,8259308,22937,,,0,,48201.746228291275,,,,,528,NLD,2022/05/21,0,36281590,0
New Zealand,4/24/22,894766,644,,,5868,,18555.01382865573,,,,,554,NZL,2022/04/24,8,11022573,0
New Zealand,4/25/22,901222,650,,,6456,,18688.893713762896,,,,,554,NZL,2022/04/25,6,11029448,6875
New Zealand,4/26/22,911251,672,,,10029,,18896.867903313672,,,,,554,NZL,2022/04/26,22,11029448,0
New Zealand,4/27/22,920454,684,,,9203,,19087.71309889008,,,,,554,NZL,2022/04/27,12,11032652,3204
New Zealand,4/28/22,928837,697,,,8383,,19261.55372417716,,,,,554,NZL,2022/04/28,13,11035686,3034
New Zealand,4/29/22,936000,703,,,7163,,19410.094866838663,,,,,554,NZL,2022/04/29,6,11038623,2937
New Zealand,4/30/22,941728,708,,,5728,,19528.878011493845,,,,,554,NZL,2022/04/30,5,11038623,0
New Zealand,5/1/22,948498,714,,,6770,,19669.269402784976,,,,,554,NZL,2022/05/01,6,11038623,0
New Zealand,5/2/22,957813,732,,,9315,,19862.43717381553,,,,,554,NZL,2022/05/02,18,11047072,8449
New Zealand,5/3/22,966462,754,,,8649,,20041.793915806225,,,,,554,NZL,2022/05/03,22,11048652,1580
New Zealand,5/4/22,975188,775,,,8726,,20222.747428421648,,,,,554,NZL,2022/05/04,21,11050221,1569
New Zealand,5/5/22,982626,798,,,7438,,20376.991323314323,,,,,554,NZL,2022/05/05,23,11051810,1589
New Zealand,5/6/22,989485,809,,,6859,,20519.22833260027,,,,,554,NZL,2022/05/06,11,11051810,0
New Zealand,5/7/22,995213,811,,,5728,,20638.011477255455,,,,,554,NZL,2022/05/07,2,11051810,0
New Zealand,5/8/22,1001684,813,,,6471,,20772.20242157523,,,,,554,NZL,2022/05/08,2,11056256,4446
New Zealand,5/9/22,1010980,827,,,9296,,20964.976184269817,,,,,554,NZL,2022/05/09,14,11057646,1390
New Zealand,5/10/22,1019057,856,,,8077,,21132.471201619664,,,,,554,NZL,2022/05/10,29,11059064,1418
New Zealand,5/11/22,1028572,864,,,9515,,21329.786428818352,,,,,554,NZL,2022/05/11,8,11060713,1649
New Zealand,5/12/22,1036123,893,,,7551,,21486.37363644602,,,,,554,NZL,2022/05/12,29,11062173,1460
New Zealand,5/13/22,1043265,910,,,7142,,21634.47929620987,,,,,554,NZL,2022/05/13,17,11062173,0
New Zealand,5/14/22,1049093,924,,,5828,,21755.336168949114,,,,,554,NZL,2022/05/14,14,11062173,0
New Zealand,5/15/22,1056207,930,,,7114,,21902.861184849426,,,,,554,NZL,2022/05/15,6,11066211,4038
New Zealand,5/16/22,1066153,938,,,9946,,22109.114180090426,,,,,554,NZL,2022/05/16,8,11067540,1329
New Zealand,5/17/22,1075853,968,,,9700,,22310.26580424463,,,,,554,NZL,2022/05/17,30,11068857,1317
New Zealand,5/18/22,1085065,974,,,9212,,22501.297635348605,,,,,554,NZL,2022/05/18,6,11070099,1242
New Zealand,5/19/22,1092974,991,,,7909,,22665.30878951722,,,,,554,NZL,2022/05/19,17,11071365,1266
New Zealand,5/20/22,1099735,998,,,6761,,22805.513545280784,,,,,554,NZL,2022/05/20,7,11071365,0
New Zealand,5/21/22,1104793,1008,,,5058,,22910.402711772742,,,,,554,NZL,2022/05/21,10,11071365,0
Nicaragua,4/24/22,18491,233,,,0,,279.1282250850397,,,,,558,NIC,2022/04/24,0,10003541,0
Nicaragua,4/27/22,18491,234,,,0,,279.1282250850397,,,,,558,NIC,2022/04/27,1,10003541,0
Nicaragua,5/4/22,18491,235,,,0,,279.1282250850397,,,,,558,NIC,2022/05/04,1,10377431,0
Nicaragua,5/11/22,18491,236,,,0,,279.1282250850397,,,,,558,NIC,2022/05/11,1,10404774,0
Nicaragua,5/18/22,18491,237,,,0,,279.1282250850397,,,,,558,NIC,2022/05/18,1,10448467,0
Nicaragua,5/21/22,18491,237,,,0,,279.1282250850397,,,,,558,NIC,2022/05/21,0,10487916,0
Niger,4/24/22,8914,309,,,0,,36.824612887143836,,,,,562,NER,2022/04/24,0,3726602,0
Niger,4/25/22,8916,309,,,2,,36.83287508433638,,,,,562,NER,2022/04/25,0,3726602,0
Niger,4/26/22,8921,309,,,5,,36.85353057731773,,,,,562,NER,2022/04/26,0,3726602,0
Niger,4/27/22,8924,309,,,3,,36.86592387310653,,,,,562,NER,2022/04/27,0,3726602,0
Niger,4/29/22,8928,309,,,4,,36.88244826749161,,,,,562,NER,2022/04/29,0,3726602,0
Niger,4/30/22,8941,309,,,13,,36.93615254924311,,,,,562,NER,2022/04/30,0,3726602,0
Niger,5/2/22,8943,309,,,2,,36.94441474643565,,,,,562,NER,2022/05/02,0,3726602,0
Niger,5/3/22,8954,309,,,11,,36.98985683099461,,,,,562,NER,2022/05/03,0,3726602,0
Niger,5/4/22,8957,309,,,3,,37.002250126783416,,,,,562,NER,2022/05/04,0,3726602,0
Niger,5/9/22,8986,309,,,29,,37.12205198607522,,,,,562,NER,2022/05/09,0,3726602,0
Niger,5/10/22,9005,309,,,19,,37.20054285940434,,,,,562,NER,2022/05/10,0,3726602,0
Niger,5/12/22,9010,310,,,5,,37.221198352385684,,,,,562,NER,2022/05/12,1,3726602,0
Niger,5/13/22,9013,310,,,3,,37.23359164817449,,,,,562,NER,2022/05/13,0,3726602,0
Niger,5/18/22,9031,310,,,18,,37.30795142290734,,,,,562,NER,2022/05/18,0,3726602,0
Niger,5/21/22,9031,310,,,0,,37.30795142290734,,,,,562,NER,2022/05/21,0,3726602,0
Nigeria,4/24/22,255685,3143,,,0,,124.03488515769656,,,,,566,NGA,2022/04/24,0,33932163,0
Nigeria,4/28/22,255716,3143,,,31,,124.04992351129529,,,,,566,NGA,2022/04/28,0,33932163,0
Nigeria,5/1/22,255753,3143,,,37,,124.06787251397763,,,,,566,NGA,2022/05/01,0,37534649,0
Nigeria,5/3/22,255766,3143,,,13,,124.07417892032548,,,,,566,NGA,2022/05/03,0,38399067,0
Nigeria,5/10/22,255802,3143,,,36,,124.09164281482721,,,,,566,NGA,2022/05/10,0,41091354,0
Nigeria,5/12/22,255836,3143,,,34,,124.10813649296774,,,,,566,NGA,2022/05/12,0,41091354,0
Nigeria,5/14/22,255859,3143,,,23,,124.11929398112164,,,,,566,NGA,2022/05/14,0,41091354,0
Nigeria,5/18/22,255889,3143,,,30,,124.13384722653976,,,,,566,NGA,2022/05/18,0,41091354,0
Nigeria,5/19/22,255924,3143,,,35,,124.15082601286089,,,,,566,NGA,2022/05/19,0,41091354,0
Nigeria,5/21/22,255937,3143,,,13,,124.15713241920874,,,,,566,NGA,2022/05/21,0,41091354,0
North Macedonia,4/24/22,309062,9271,,,0,,14834.643703981032,,,,,807,MKD,2022/04/24,0,1845493,0
North Macedonia,4/25/22,309208,9276,,,146,,14841.651547005347,,,,,807,MKD,2022/04/25,5,1845493,0
North Macedonia,4/26/22,309229,9277,,,21,,14842.659524426654,,,,,807,MKD,2022/04/26,1,1845493,0
North Macedonia,4/27/22,309310,9278,,,81,,14846.547437337404,,,,,807,MKD,2022/04/27,1,1845493,0
North Macedonia,4/28/22,309434,9278,,,124,,14852.49930401559,,,,,807,MKD,2022/04/28,0,1845493,0
North Macedonia,4/29/22,309571,9280,,,137,,14859.07515671649,,,,,807,MKD,2022/04/29,2,1845493,0
North Macedonia,5/2/22,309769,9280,,,198,,14868.578943831659,,,,,807,MKD,2022/05/02,0,1846076,583
North Macedonia,5/3/22,309790,9282,,,21,,14869.586921252963,,,,,807,MKD,2022/05/03,2,1846076,0
North Macedonia,5/4/22,309925,9283,,,135,,14876.066776104215,,,,,807,MKD,2022/05/04,1,1846076,0
North Macedonia,5/5/22,310063,9284,,,138,,14882.690627729939,,,,,807,MKD,2022/05/05,1,1846076,0
North Macedonia,5/7/22,310140,9284,,,77,,14886.386544941393,,,,,807,MKD,2022/05/07,0,1846076,0
North Macedonia,5/9/22,310298,9287,,,158,,14893.970375063598,,,,,807,MKD,2022/05/09,3,1846076,0
North Macedonia,5/10/22,310413,9287,,,115,,14899.490251418369,,,,,807,MKD,2022/05/10,0,1847640,1564
North Macedonia,5/11/22,310506,9287,,,93,,14903.954151427008,,,,,807,MKD,2022/05/11,0,1847640,0
North Macedonia,5/12/22,310595,9287,,,89,,14908.226055736352,,,,,807,MKD,2022/05/12,0,1847640,0
North Macedonia,5/13/22,310684,9289,,,89,,14912.497960045695,,,,,807,MKD,2022/05/13,2,1847640,0
North Macedonia,5/16/22,310859,9291,,,175,,14920.89777188991,,,,,807,MKD,2022/05/16,2,1847640,0
North Macedonia,5/17/22,310942,9293,,,83,,14924.881682650308,,,,,807,MKD,2022/05/17,2,1847640,0
North Macedonia,5/18/22,311038,9293,,,96,,14929.48957943342,,,,,807,MKD,2022/05/18,0,1847640,0
North Macedonia,5/19/22,311113,9296,,,75,,14933.089498795227,,,,,807,MKD,2022/05/19,3,1848141,501
North Macedonia,5/21/22,311113,9296,,,0,,14933.089498795227,,,,,807,MKD,2022/05/21,0,1848141,0
Norway,4/24/22,1423629,2871,,,120,,26260.200153396585,,,,,578,NOR,2022/04/24,0,11289761,0
Norway,4/25/22,1424180,2871,,,551,,26270.36387602693,,,,,578,NOR,2022/04/25,0,11290711,950
Norway,4/26/22,1424672,2871,,,492,,26279.439287159657,,,,,578,NOR,2022/04/26,0,11291619,908
Norway,4/27/22,1425079,2932,,,407,,26286.946791897502,,,,,578,NOR,2022/04/27,61,11291619,0
Norway,4/28/22,1425464,2932,,,385,,26294.048485568437,,,,,578,NOR,2022/04/28,0,11293036,1417
Norway,4/29/22,1425809,2932,,,345,,26300.412340935894,,,,,578,NOR,2022/04/29,0,11294677,1641
Norway,4/30/22,1426013,2932,,,204,,26304.17531628361,,,,,578,NOR,2022/04/30,0,11296673,1996
Norway,5/1/22,1426128,2932,,,115,,26306.2966014061,,,,,578,NOR,2022/05/01,0,11296673,0
Norway,5/2/22,1426491,2932,,,363,,26312.992484010123,,,,,578,NOR,2022/05/02,0,11297685,1012
Norway,5/3/22,1426798,2932,,,307,,26318.655392989283,,,,,578,NOR,2022/05/03,0,11298470,785
Norway,5/4/22,1427148,3006,,,350,,26325.111478144678,,,,,578,NOR,2022/05/04,74,11299590,1120
Norway,5/5/22,1427485,3006,,,337,,26331.32776585144,,,,,578,NOR,2022/05/05,0,11301168,1578
Norway,5/6/22,1427790,3006,,,305,,26336.95378291543,,,,,578,NOR,2022/05/06,0,11302868,1700
Norway,5/7/22,1427956,3006,,,166,,26340.015811874844,,,,,578,NOR,2022/05/07,0,11302868,0
Norway,5/8/22,1428010,3006,,,54,,26341.01189358453,,,,,578,NOR,2022/05/08,0,11302868,0
Norway,5/9/22,1428335,3006,,,325,,26347.006829800255,,,,,578,NOR,2022/05/09,0,11304034,1166
Norway,5/10/22,1428699,3006,,,364,,26353.721158361866,,,,,578,NOR,2022/05/10,0,11304977,943
Norway,5/11/22,1429064,3061,,,365,,26360.453932881064,,,,,578,NOR,2022/05/11,55,11306230,1253
Norway,5/12/22,1429353,3061,,,289,,26365.78481462366,,,,,578,NOR,2022/05/12,0,11307933,1703
Norway,5/13/22,1429630,3061,,,277,,26370.894344875214,,,,,578,NOR,2022/05/13,0,11309584,1651
Norway,5/14/22,1429717,3061,,,87,,26372.49914318527,,,,,578,NOR,2022/05/14,0,11309584,0
Norway,5/15/22,1429771,3061,,,54,,26373.49522489496,,,,,578,NOR,2022/05/15,0,11309584,0
Norway,5/16/22,1430124,3061,,,353,,26380.006647923114,,,,,578,NOR,2022/05/16,0,11310632,1048
Norway,5/17/22,1430173,3061,,,49,,26380.91049984487,,,,,578,NOR,2022/05/17,0,11311210,578
Norway,5/18/22,1430531,3061,,,358,,26387.51415266096,,,,,578,NOR,2022/05/18,0,11311225,15
Norway,5/19/22,1430844,3061,,,313,,26393.28773738564,,,,,578,NOR,2022/05/19,0,11312886,1661
Norway,5/20/22,1431126,3094,,,282,,26398.48949742513,,,,,578,NOR,2022/05/20,33,11314876,1990
Norway,5/21/22,1431233,3094,,,107,,26400.46321488692,,,,,578,NOR,2022/05/21,0,11314876,0
Oman,4/24/22,389053,4257,,,58,,7618.597969460046,,,,,512,OMN,2022/04/24,0,7030077,0
Oman,4/25/22,389074,4258,,,21,,7619.0092002110205,,,,,512,OMN,2022/04/25,1,7030077,0
Oman,4/26/22,389099,4258,,,25,,7619.498760628846,,,,,512,OMN,2022/04/26,0,7030077,0
Oman,4/27/22,389113,4258,,,14,,7619.772914462829,,,,,512,OMN,2022/04/27,0,7030077,0
Oman,4/28/22,389126,4258,,,13,,7620.0274858800985,,,,,512,OMN,2022/04/28,0,7030077,0
Oman,5/8/22,389273,4259,,,147,,7622.906101136916,,,,,512,OMN,2022/05/08,1,7030077,0
Oman,5/9/22,389306,4259,,,33,,7623.552320888446,,,,,512,OMN,2022/05/09,0,7030077,0
Oman,5/10/22,389325,4259,,,19,,7623.924386805994,,,,,512,OMN,2022/05/10,0,7030077,0
Oman,5/11/22,389344,4259,,,19,,7624.296452723542,,,,,512,OMN,2022/05/11,0,7039789,9712
Oman,5/12/22,389370,4259,,,26,,7624.805595558081,,,,,512,OMN,2022/05/12,0,7039789,0
Oman,5/15/22,389408,4260,,,38,,7625.549727393177,,,,,512,OMN,2022/05/15,1,7039789,0
Oman,5/16/22,389427,4260,,,19,,7625.921793310725,,,,,512,OMN,2022/05/16,0,7039789,0
Oman,5/17/22,389447,4260,,,20,,7626.313441644986,,,,,512,OMN,2022/05/17,0,7039789,0
Oman,5/18/22,389460,4260,,,13,,7626.568013062255,,,,,512,OMN,2022/05/18,0,7039789,0
Oman,5/19/22,389473,4260,,,13,,7626.822584479525,,,,,512,OMN,2022/05/19,0,7039789,0
Oman,5/21/22,389473,4260,,,0,,7626.822584479525,,,,,512,OMN,2022/05/21,0,7039789,0
Pakistan,4/24/22,1527956,30369,,,205,,691.7198044326854,,,,,586,PAK,2022/04/24,0,251063642,0
Pakistan,5/9/22,1528833,30375,,,877,,692.1168304389888,,,,,586,PAK,2022/05/09,6,252931485,0
Pakistan,5/13/22,1529167,30376,,,334,,692.2680353262242,,,,,586,PAK,2022/05/13,1,252931485,0
Pakistan,5/15/22,1529251,30376,,,84,,692.3060629026546,,,,,586,PAK,2022/05/15,0,252931485,0
Pakistan,5/17/22,1529471,30378,,,220,,692.4056589361629,,,,,586,PAK,2022/05/17,2,254189036,0
Pakistan,5/18/22,1529560,30379,,,89,,692.4459500588094,,,,,586,PAK,2022/05/18,1,254189036,0
Pakistan,5/19/22,1529641,30379,,,81,,692.4826195075102,,,,,586,PAK,2022/05/19,0,254189036,0
Pakistan,5/20/22,1529711,30379,,,70,,692.5143091545356,,,,,586,PAK,2022/05/20,0,254189036,0
Pakistan,5/21/22,1529727,30379,,,16,,692.5215525024271,,,,,586,PAK,2022/05/21,0,254189036,0
Palau,4/24/22,4396,6,,,0,,24411.37272323412,,,,,585,PLW,2022/04/24,0,44526,0
Palau,4/26/22,4486,6,,,90,,24911.150599733453,,,,,585,PLW,2022/04/26,0,44526,0
Palau,4/29/22,4610,6,,,124,,25599.733451799202,,,,,585,PLW,2022/04/29,0,44526,0
Palau,5/3/22,4690,6,,,80,,26043.980453131942,,,,,585,PLW,2022/05/03,0,44526,0
Palau,5/6/22,4732,6,,,42,,26277.21012883163,,,,,585,PLW,2022/05/06,0,44526,0
Palau,5/10/22,4782,6,,,50,,26554.864504664594,,,,,585,PLW,2022/05/10,0,44526,0
Palau,5/13/22,4879,6,,,97,,27093.513993780543,,,,,585,PLW,2022/05/13,0,44526,0
Palau,5/17/22,4936,6,,,57,,27410.03998223012,,,,,585,PLW,2022/05/17,0,44526,0
Palau,5/20/22,4967,6,,,31,,27582.185695246557,,,,,585,PLW,2022/05/20,0,44526,0
Palau,5/21/22,4967,6,,,0,,27582.185695246557,,,,,585,PLW,2022/05/21,0,44526,0
Panama,4/24/22,771819,8182,,,333,,17887.844723053477,,,,,591,PAN,2022/04/24,0,8012183,0
Panama,4/25/22,772086,8182,,,267,,17894.03277302511,,,,,591,PAN,2022/04/25,0,8012183,0
Panama,4/26/22,772830,8183,,,744,,17911.27587856404,,,,,591,PAN,2022/04/26,1,8012183,0
Panama,4/27/22,773675,8183,,,845,,17930.859782032312,,,,,591,PAN,2022/04/27,0,8012183,0
Panama,4/28/22,774549,8184,,,874,,17951.115795797134,,,,,591,PAN,2022/04/28,1,8012183,0
Panama,4/29/22,775488,8184,,,939,,17972.878263674895,,,,,591,PAN,2022/04/29,0,8012183,0
Panama,4/30/22,776420,8184,,,932,,17994.478498032804,,,,,591,PAN,2022/04/30,0,8057560,45377
Panama,5/1/22,777120,8184,,,700,,18010.701850018355,,,,,591,PAN,2022/05/01,0,8057560,0
Panama,5/2/22,777658,8185,,,538,,18023.170654830108,,,,,591,PAN,2022/05/02,1,8057560,0
Panama,5/3/22,778310,8188,,,652,,18038.281548393796,,,,,591,PAN,2022/05/03,3,8057560,0
Panama,5/4/22,780148,8189,,,1838,,18080.879435464434,,,,,591,PAN,2022/05/04,1,8057560,0
Panama,5/5/22,782265,8189,,,2117,,18129.94348711217,,,,,591,PAN,2022/05/05,0,8057560,0
Panama,5/6/22,784184,8191,,,1919,,18174.418647769708,,,,,591,PAN,2022/05/06,2,8079415,21855
Panama,5/7/22,786856,8192,,,2672,,18236.345499920273,,,,,591,PAN,2022/05/07,1,8079415,0
Panama,5/8/22,788471,8193,,,1615,,18273.775090572657,,,,,591,PAN,2022/05/08,1,8079415,0
Panama,5/9/22,789830,8194,,,1359,,18305.27156964175,,,,,591,PAN,2022/05/09,1,8079415,0
Panama,5/10/22,793137,8194,,,3307,,18381.915319664928,,,,,591,PAN,2022/05/10,0,8079415,0
Panama,5/11/22,796461,8199,,,3324,,18458.95306537918,,,,,591,PAN,2022/05/11,5,8079415,0
Panama,5/12/22,799975,8199,,,3514,,18540.394292346657,,,,,591,PAN,2022/05/12,0,8079415,0
Panama,5/13/22,803223,8202,,,3248,,18615.67064555962,,,,,591,PAN,2022/05/13,3,8138086,58671
Panama,5/14/22,806277,8203,,,3054,,18686.450812650877,,,,,591,PAN,2022/05/14,1,8138086,0
Panama,5/15/22,808443,8205,,,2166,,18736.6504989376,,,,,591,PAN,2022/05/15,2,8138086,0
Panama,5/16/22,810242,8206,,,1799,,18778.344513540473,,,,,591,PAN,2022/05/16,1,8138086,0
Panama,5/18/22,817658,8211,,,7416,,18950.219339718846,,,,,591,PAN,2022/05/18,5,8138086,0
Panama,5/19/22,821500,8211,,,3842,,19039.262365902407,,,,,591,PAN,2022/05/19,0,8138086,0
Panama,5/20/22,824917,8216,,,3417,,19118.455499809028,,,,,591,PAN,2022/05/20,5,8167735,29649
Panama,5/21/22,828120,8221,,,3203,,19192.688923251495,,,,,591,PAN,2022/05/21,5,8167735,0
Papua New Guinea,4/24/22,43732,649,,,0,,488.78806334215824,,,,,598,PNG,2022/04/24,0,586000,0
Papua New Guinea,4/25/22,43800,649,,,68,,489.5480923439708,,,,,598,PNG,2022/04/25,0,586000,0
Papua New Guinea,4/27/22,43803,649,,,3,,489.5816230352272,,,,,598,PNG,2022/04/27,0,586000,0
Papua New Guinea,4/28/22,43814,649,,,11,,489.7045689031675,,,,,598,PNG,2022/04/28,0,586000,0
Papua New Guinea,4/29/22,43817,650,,,3,,489.73809959442394,,,,,598,PNG,2022/04/29,1,586000,0
Papua New Guinea,5/2/22,43821,650,,,4,,489.78280718276585,,,,,598,PNG,2022/05/02,0,586000,0
Papua New Guinea,5/4/22,43823,650,,,2,,489.8051609769368,,,,,598,PNG,2022/05/04,0,586000,0
Papua New Guinea,5/5/22,43826,651,,,3,,489.83869166819323,,,,,598,PNG,2022/05/05,1,586000,0
Papua New Guinea,5/6/22,43827,651,,,1,,489.8498685652787,,,,,598,PNG,2022/05/06,0,586000,0
Papua New Guinea,5/10/22,43839,651,,,12,,489.9839913303045,,,,,598,PNG,2022/05/10,0,586000,0
Papua New Guinea,5/11/22,43843,651,,,4,,490.0286989186464,,,,,598,PNG,2022/05/11,0,586000,0
Papua New Guinea,5/12/22,43876,651,,,33,,490.3975365224672,,,,,598,PNG,2022/05/12,0,586000,0
Papua New Guinea,5/16/22,44276,651,,,400,,494.8682953566587,,,,,598,PNG,2022/05/16,0,586000,0
Papua New Guinea,5/17/22,44394,651,,,118,,496.1871692127452,,,,,598,PNG,2022/05/17,0,586000,0
Papua New Guinea,5/21/22,44394,651,,,0,,496.1871692127452,,,,,598,PNG,2022/05/21,0,586000,0
Paraguay,4/24/22,649034,18795,,,0,,9099.632248304599,,,,,600,PRY,2022/04/24,0,8621956,0
Paraguay,4/29/22,649455,18795,,,421,,9105.534782188088,,,,,600,PRY,2022/04/29,0,8621956,0
Paraguay,4/30/22,649455,18870,,,0,,9105.534782188088,,,,,600,PRY,2022/04/30,75,8621956,0
Paraguay,5/6/22,649718,18872,,,263,,9109.222113331454,,,,,600,PRY,2022/05/06,2,8621956,0
Paraguay,5/16/22,649929,18881,,,211,,9112.180390408452,,,,,600,PRY,2022/05/16,9,8647379,0
Paraguay,5/20/22,650283,18885,,,354,,9117.143566167966,,,,,600,PRY,2022/05/20,4,8677904,0
Paraguay,5/21/22,650283,18885,,,0,,9117.143566167966,,,,,600,PRY,2022/05/21,0,8677904,0
Peru,4/24/22,3560876,212742,,,1533,,10799.747153981005,,,,,604,PER,2022/04/24,18,70962769,0
Peru,4/25/22,3561677,212761,,,801,,10802.176499307925,,,,,604,PER,2022/04/25,19,70962769,0
Peru,4/26/22,3562300,212769,,,623,,10804.065990117751,,,,,604,PER,2022/04/26,8,70962769,0
Peru,4/27/22,3563151,212778,,,851,,10806.646979971943,,,,,604,PER,2022/04/27,9,70962769,0
Peru,4/28/22,3563929,212798,,,778,,10809.006568816318,,,,,604,PER,2022/04/28,20,70962769,0
Peru,4/29/22,3564558,212810,,,629,,10810.914256969416,,,,,604,PER,2022/04/29,12,70962769,0
Peru,5/1/22,3565839,212841,,,1281,,10814.79938975816,,,,,604,PER,2022/05/01,31,70962769,0
Peru,5/2/22,3566523,212865,,,684,,10816.873886891259,,,,,604,PER,2022/05/02,24,70962769,0
Peru,5/3/22,3567171,212877,,,648,,10818.839199964721,,,,,604,PER,2022/05/03,12,70962769,0
Peru,5/4/22,3567863,212891,,,692,,10820.937960222185,,,,,604,PER,2022/05/04,14,70962769,0
Peru,5/5/22,3568692,212906,,,829,,10823.452226484376,,,,,604,PER,2022/05/05,15,70962769,0
Peru,5/6/22,3569026,212913,,,334,,10824.465211926563,,,,,604,PER,2022/05/06,7,70962769,0
Peru,5/7/22,3569326,212933,,,300,,10825.375079090203,,,,,604,PER,2022/05/07,20,70962769,0
Peru,5/8/22,3569782,212946,,,456,,10826.758077178936,,,,,604,PER,2022/05/08,13,70962769,0
Peru,5/10/22,3570339,212968,,,557,,10828.447397212762,,,,,604,PER,2022/05/10,22,70962769,0
Peru,5/12/22,3571161,213000,,,822,,10830.940433241136,,,,,604,PER,2022/05/12,32,70962769,0
Peru,5/13/22,3571516,213013,,,355,,10832.017109384777,,,,,604,PER,2022/05/13,13,70962769,0
Peru,5/17/22,3572832,213044,,,1316,,10836.00839334261,,,,,604,PER,2022/05/17,31,70962769,0
Peru,5/18/22,3575738,213069,,,2906,,10844.821973267739,,,,,604,PER,2022/05/18,25,70962769,0
Peru,5/19/22,3574182,213077,,,,,10840.102795578992,,,,,604,PER,2022/05/19,8,70962769,0
Peru,5/20/22,3574876,213086,,,694,,10842.207621617546,,,,,604,PER,2022/05/20,9,70962769,0
Peru,5/21/22,3575291,213098,,,415,,10843.466271193915,,,,,604,PER,2022/05/21,12,70962769,0
Philippines,4/24/22,3684500,60182,,,200,,3362.35035453427,,,,,608,PHL,2022/04/24,3,145008878,0
Philippines,4/25/22,3684712,60194,,,212,,3362.543818579639,,,,,608,PHL,2022/04/25,12,145008878,0
Philippines,4/26/22,3684835,60195,,,123,,3362.656064228603,,,,,608,PHL,2022/04/26,1,146227002,1218124
Philippines,4/27/22,3685029,60215,,,194,,3362.8331020814403,,,,,608,PHL,2022/04/27,20,146227002,0
Philippines,4/28/22,3685222,60267,,,193,,3363.009227368026,,,,,608,PHL,2022/04/28,52,146227002,0
Philippines,4/29/22,3685403,60305,,,181,,3363.174401859591,,,,,608,PHL,2022/04/29,38,146592864,365862
Philippines,4/30/22,3685643,60341,,,240,,3363.3934177600086,,,,,608,PHL,2022/04/30,36,146592864,0
Philippines,5/1/22,3685895,60397,,,252,,3363.6233844554467,,,,,608,PHL,2022/05/01,56,146592864,0
Philippines,5/2/22,3686082,60410,,,187,,3363.794034344522,,,,,608,PHL,2022/05/02,13,146592864,0
Philippines,5/3/22,3686216,60412,,,134,,3363.916318222255,,,,,608,PHL,2022/05/03,2,146869397,276533
Philippines,5/4/22,3686375,60439,,,159,,3364.061416256282,,,,,608,PHL,2022/05/04,27,146869397,0
Philippines,5/5/22,3686543,60439,,,168,,3364.214727386574,,,,,608,PHL,2022/05/05,0,146869397,0
Philippines,5/6/22,3686693,60439,,,150,,3364.351612324335,,,,,608,PHL,2022/05/06,0,146869397,0
Philippines,5/7/22,3686868,60439,,,175,,3364.5113114183896,,,,,608,PHL,2022/05/07,0,146869397,0
Philippines,5/8/22,3687018,60439,,,150,,3364.6481963561505,,,,,608,PHL,2022/05/08,0,146869397,0
Philippines,5/9/22,3687197,60439,,,179,,3364.8115457152117,,,,,608,PHL,2022/05/09,0,146869397,0
Philippines,5/10/22,3687320,60439,,,123,,3364.9237913641755,,,,,608,PHL,2022/05/10,0,146869397,0
Philippines,5/11/22,3687428,60439,,,108,,3365.0223485193637,,,,,608,PHL,2022/05/11,0,148002124,1132727
