Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active,Delta_Confirmed,Delta_Recovered,Incident_Rate,People_Tested,People_Hospitalized,Province_State,FIPS,UID,iso3,Report_Date_String,Delta_Deaths,Doses_Admin,Delta_Doses_Admin
Holy See,4/24/22,29,0,,,0,,3584.672435105068,,,,,336,VAT,2022/04/24,0,,
Holy See,5/21/22,29,0,,,0,,3584.672435105068,,,,,336,VAT,2022/05/21,0,,
Honduras,4/24/22,422275,10892,,,0,,4263.419612366284,,,,,340,HND,2022/04/24,0,12118425,0
Honduras,4/25/22,422469,10893,,,194,,4265.378296647379,,,,,340,HND,2022/04/25,1,12118425,0
Honduras,4/26/22,422545,10893,,,76,,4266.145616262653,,,,,340,HND,2022/04/26,0,12118425,0
Honduras,4/27/22,423179,10893,,,634,,4272.546677263755,,,,,340,HND,2022/04/27,0,12118425,0
Honduras,5/2/22,423718,10893,,,539,,4277.988588745764,,,,,340,HND,2022/05/02,0,12436017,0
Honduras,5/3/22,423775,10895,,,57,,4278.564078457219,,,,,340,HND,2022/05/03,2,12436017,0
Honduras,5/4/22,423794,10895,,,19,,4278.755908361038,,,,,340,HND,2022/05/04,0,12436017,0
Honduras,5/5/22,423879,10895,,,85,,4279.614094772857,,,,,340,HND,2022/05/05,0,12436017,0
Honduras,5/9/22,424365,10895,,,486,,4284.52090178632,,,,,340,HND,2022/05/09,0,13657639,0
Honduras,5/10/22,424376,10896,,,11,,4284.63196120432,,,,,340,HND,2022/05/10,1,13657639,0
Honduras,5/11/22,424390,10896,,,14,,4284.773309554503,,,,,340,HND,2022/05/11,0,13657639,0
Honduras,5/13/22,424447,10896,,,57,,4285.3487992659575,,,,,340,HND,2022/05/13,0,13727535,69896
Honduras,5/17/22,424771,10896,,,324,,4288.6200039416,,,,,340,HND,2022/05/17,0,13727535,0
Honduras,5/21/22,424771,10896,,,0,,4288.6200039416,,,,,340,HND,2022/05/21,0,13927995,0
Hungary,4/24/22,1890953,46048,,,0,,19574.373599300234,,,,,348,HUN,2022/04/24,0,16498370,0
Hungary,4/25/22,1894278,46101,,,3325,,19608.792642088538,,,,,348,HUN,2022/04/25,53,16498370,0
Hungary,4/26/22,1895677,46133,,,1399,,19623.274519039165,,,,,348,HUN,2022/04/26,32,16498370,0
Hungary,4/27/22,1897897,46162,,,2220,,19646.255052870754,,,,,348,HUN,2022/04/27,29,16498370,0
Hungary,4/28/22,1899633,46189,,,1736,,19664.225416263387,,,,,348,HUN,2022/04/28,27,16498370,0
Hungary,4/29/22,1901017,46201,,,1384,,19678.552019336774,,,,,348,HUN,2022/04/29,12,16511359,12989
Hungary,5/2/22,1903200,46266,,,2183,,19701.14954427117,,,,,348,HUN,2022/05/02,65,16511359,0
Hungary,5/11/22,1909948,46343,,,6748,,19771.00208584575,,,,,348,HUN,2022/05/11,77,16530488,8438
Hungary,5/18/22,1914697,46446,,,4749,,19820.161795380085,,,,,348,HUN,2022/05/18,103,16530488,0
Hungary,5/21/22,1914697,46446,,,0,,19820.161795380085,,,,,348,HUN,2022/05/21,0,16530488,0
Iceland,4/24/22,185074,114,,,0,,54234.13919413919,,,,,352,ISL,2022/04/24,0,806582,0
Iceland,4/26/22,185353,119,,,279,,54315.89743589744,,,,,352,ISL,2022/04/26,5,806848,266
Iceland,4/29/22,185579,119,,,226,,54382.12454212454,,,,,352,ISL,2022/04/29,0,806848,0
Iceland,5/3/22,185795,119,,,216,,54445.42124542125,,,,,352,ISL,2022/05/03,0,807383,0
Iceland,5/6/22,185961,119,,,166,,54494.06593406593,,,,,352,ISL,2022/05/06,0,807383,0
Iceland,5/10/22,186179,120,,,218,,54557.94871794872,,,,,352,ISL,2022/05/10,1,808672,0
Iceland,5/13/22,186545,120,,,366,,54665.20146520146,,,,,352,ISL,2022/05/13,0,808672,0
Iceland,5/17/22,186969,153,,,424,,54789.45054945055,,,,,352,ISL,2022/05/17,33,810169,1497
Iceland,5/20/22,187262,153,,,293,,54875.31135531136,,,,,352,ISL,2022/05/20,0,810169,0
Iceland,5/21/22,187262,153,,,0,,54875.31135531136,,,,,352,ISL,2022/05/21,0,810169,0
India,4/24/22,43060086,522223,,,2541,,3120.286172134156,,,,,356,IND,2022/04/24,30,1879028797,1996822
India,4/25/22,43060097,522223,,,11,,3120.2869692330723,,,,,356,IND,2022/04/25,0,1880976114,1947317
India,4/26/22,43065496,523654,,,5399,,3120.6781998739807,,,,,356,IND,2022/04/26,1431,1883567614,2591500
India,4/27/22,43068799,523693,,,3303,,3120.9175469395336,,,,,356,IND,2022/04/27,39,1884085930,518316
India,4/28/22,43072176,523753,,,3377,,3121.1622563068886,,,,,356,IND,2022/04/28,60,1886557490,2471560
India,4/29/22,43075864,523803,,,3688,,3121.429501834518,,,,,356,IND,2022/04/29,50,1889004208,2446718
India,4/30/22,43079188,523843,,,3324,,3121.6703706343656,,,,,356,IND,2022/04/30,40,1891787554,2783346
India,5/1/22,43082345,523869,,,3157,,3121.899138023391,,,,,356,IND,2022/05/01,26,1892403990,616436
India,5/2/22,43084913,523889,,,2568,,3122.0852243886166,,,,,356,IND,2022/05/02,20,1894676946,2272956
India,5/3/22,43088118,523920,,,3205,,3122.3174700274594,,,,,356,IND,2022/05/03,31,1896197657,1520711
India,5/4/22,43091393,523975,,,3275,,3122.5547881139523,,,,,356,IND,2022/05/04,55,1897701235,1503578
India,5/5/22,43094938,524002,,,3545,,3122.8116713556674,,,,,356,IND,2022/05/05,27,1898216185,514950
India,5/6/22,43098743,524024,,,3805,,3123.0873951172266,,,,,356,IND,2022/05/06,22,1901589003,3372818
India,5/7/22,43102194,524064,,,3451,,3123.3374667863827,,,,,356,IND,2022/05/07,40,1903089042,1500039
India,5/8/22,43105401,524093,,,3207,,3123.569857352301,,,,,356,IND,2022/05/08,29,1904637674,1548632
India,5/9/22,43107689,524103,,,2288,,3123.735653926926,,,,,356,IND,2022/05/09,10,1906375757,1738083
India,5/10/22,43110586,524157,,,2897,,3123.9455807961076,,,,,356,IND,2022/05/10,54,1907977806,1602049
India,5/11/22,43113413,524181,,,2827,,3124.150435217639,,,,,356,IND,2022/05/11,24,1909486644,1508838
India,5/12/22,43116254,524190,,,2841,,3124.3563041287002,,,,,356,IND,2022/05/12,9,1911210957,1724313
India,5/13/22,43119112,524201,,,2858,,3124.563404919905,,,,,356,IND,2022/05/13,11,1912870768,1659811
India,5/14/22,43121599,524214,,,2487,,3124.7436217385643,,,,,356,IND,2022/05/14,13,1913576050,705282
India,5/15/22,43123801,524241,,,2202,,3124.903186448933,,,,,356,IND,2022/05/15,27,1914529723,953673
India,5/16/22,43125370,524260,,,1569,,3125.0168817398358,,,,,356,IND,2022/05/16,19,1916112359,1582636
India,5/17/22,43127199,524293,,,1829,,3125.1494175505827,,,,,356,IND,2022/05/17,33,1917610434,1498075
India,5/18/22,43129563,524303,,,2364,,3125.3207213540845,,,,,356,IND,2022/05/18,10,1919215207,1604773
India,5/19/22,43131822,524323,,,2259,,3125.4844164861115,,,,,356,IND,2022/05/19,20,1920877999,1662792
India,5/20/22,43134145,524348,,,2323,,3125.652749284561,,,,,356,IND,2022/05/20,25,1922484919,1606920
India,5/21/22,43136371,524413,,,2226,,3125.8140531198383,,,,,356,IND,2022/05/21,65,1923587844,1102925
Indonesia,4/24/22,6044150,156100,,,382,,2209.7360286115836,,,,,360,IDN,2022/04/24,33,398135514,275680
Indonesia,4/25/22,6044467,156133,,,317,,2209.85192353826,,,,,360,IDN,2022/04/25,33,398738106,602592
Indonesia,4/26/22,6045043,156163,,,576,,2210.062508641621,,,,,360,IDN,2022/04/26,30,399513940,775834
Indonesia,4/27/22,6045660,156199,,,617,,2210.288083309631,,,,,360,IDN,2022/04/27,36,399678983,165043
Indonesia,4/28/22,6046072,156217,,,412,,2210.4387101543966,,,,,360,IDN,2022/04/28,18,401308016,1629033
Indonesia,4/29/22,6046467,156240,,,395,,2210.5831218138196,,,,,360,IDN,2022/04/29,23,401308016,0
Indonesia,4/30/22,6046796,156257,,,329,,2210.703403930149,,,,,360,IDN,2022/04/30,17,401308016,0
Indonesia,5/1/22,6047040,156273,,,244,,2210.7926101197672,,,,,360,IDN,2022/05/01,16,401308016,0
Indonesia,5/2/22,6047208,156287,,,168,,2210.8540307749145,,,,,360,IDN,2022/05/02,14,401308016,0
Indonesia,5/3/22,6047315,156305,,,107,,2210.893149882657,,,,,360,IDN,2022/05/03,18,401308016,0
Indonesia,5/4/22,6047491,156321,,,176,,2210.957495330906,,,,,360,IDN,2022/05/04,16,401308016,0
Indonesia,5/5/22,6047741,156340,,,250,,2211.048895115351,,,,,360,IDN,2022/05/05,19,401308016,0
Indonesia,5/6/22,6047986,156357,,,245,,2211.138466904107,,,,,360,IDN,2022/05/06,17,401308016,0
Indonesia,5/7/22,6048204,156371,,,218,,2211.218167516143,,,,,360,IDN,2022/05/07,14,401308016,0
Indonesia,5/8/22,6048431,156381,,,227,,2211.301158520419,,,,,360,IDN,2022/05/08,10,401308016,0
Indonesia,5/9/22,6048685,156396,,,254,,2211.3940207014152,,,,,360,IDN,2022/05/09,15,401308016,0
Indonesia,5/12/22,6049876,156438,,,1191,,2211.829449274511,,,,,360,IDN,2022/05/12,42,401308016,0
Indonesia,5/13/22,6050211,156448,,,335,,2211.951924985667,,,,,360,IDN,2022/05/13,10,401308016,0
Indonesia,5/14/22,6050519,156453,,,308,,2212.064529520103,,,,,360,IDN,2022/05/14,5,401308016,0
Indonesia,5/15/22,6050776,156458,,,257,,2212.1584884985127,,,,,360,IDN,2022/05/15,5,401308016,0
Indonesia,5/16/22,6050958,156464,,,182,,2212.2250275415886,,,,,360,IDN,2022/05/16,6,401308016,0
Indonesia,5/17/22,6051205,156481,,,247,,2212.31533052862,,,,,360,IDN,2022/05/17,17,401308016,0
Indonesia,5/18/22,6051532,156498,,,327,,2212.434881446674,,,,,360,IDN,2022/05/18,17,401308016,0
Indonesia,5/19/22,6051850,156510,,,318,,2212.551141972488,,,,,360,IDN,2022/05/19,12,401308016,0
Indonesia,5/20/22,6052100,156513,,,250,,2212.642541756933,,,,,360,IDN,2022/05/20,3,401308016,0
Indonesia,5/21/22,6052363,156519,,,263,,2212.738694330169,,,,,360,IDN,2022/05/21,6,401308016,0
Iran,4/24/22,7216040,140975,,,528,,8591.244553575822,,,,,364,IRN,2022/04/24,23,148631915,31225
Iran,4/25/22,7217117,140996,,,1077,,8592.526804004618,,,,,364,IRN,2022/04/25,21,148688755,56840
Iran,4/26/22,7218424,141024,,,1307,,8594.082886929811,,,,,364,IRN,2022/04/26,28,148734814,46059
Iran,4/27/22,7219433,141041,,,1009,,8595.284178185759,,,,,364,IRN,2022/04/27,17,148734814,0
Iran,4/28/22,7220402,141058,,,969,,8596.437846398852,,,,,364,IRN,2022/04/28,17,148734814,0
Iran,4/29/22,7221121,141072,,,719,,8597.29387059412,,,,,364,IRN,2022/04/29,14,148848846,114032
Iran,4/30/22,7221653,141083,,,532,,8597.927257064053,,,,,364,IRN,2022/04/30,11,148848846,0
Iran,5/1/22,7222308,141096,,,655,,8598.707084390759,,,,,364,IRN,2022/05/01,13,148902851,54005
Iran,5/2/22,7223005,141114,,,697,,8599.536915912458,,,,,364,IRN,2022/05/02,18,148984641,81790
Iran,5/3/22,7223576,141131,,,571,,8600.216734849173,,,,,364,IRN,2022/05/03,17,149007608,22967
Iran,5/4/22,7223828,141138,,,252,,8600.516760019142,,,,,364,IRN,2022/05/04,7,149007608,0
Iran,5/5/22,7224056,141145,,,228,,8600.788211363399,,,,,364,IRN,2022/05/05,7,149013240,5632
Iran,5/6/22,7224431,141157,,,375,,8601.234677390137,,,,,364,IRN,2022/05/06,12,149057825,44585
Iran,5/7/22,7224701,141165,,,270,,8601.55613292939,,,,,364,IRN,2022/05/07,8,149091235,33410
Iran,5/8/22,7225189,141177,,,488,,8602.137134052187,,,,,364,IRN,2022/05/08,12,149153878,62643
Iran,5/9/22,7225759,141189,,,570,,8602.81576241283,,,,,364,IRN,2022/05/09,12,149198213,44335
Iran,5/10/22,7226219,141192,,,460,,8603.36342740563,,,,,364,IRN,2022/05/10,3,149263275,65062
Iran,5/11/22,7226672,141198,,,453,,8603.902758365932,,,,,364,IRN,2022/05/11,6,149328963,65688
Iran,5/12/22,7227043,141201,,,371,,8604.344462088386,,,,,364,IRN,2022/05/12,3,149328963,0
Iran,5/13/22,7227428,141209,,,385,,8604.802833875838,,,,,364,IRN,2022/05/13,8,149328963,0
Iran,5/14/22,7227683,141216,,,255,,8605.10643077402,,,,,364,IRN,2022/05/14,7,149438470,109507
Iran,5/15/22,7228051,141224,,,368,,8605.54456276826,,,,,364,IRN,2022/05/15,8,149475105,36635
Iran,5/16/22,7228434,141232,,,383,,8606.00055340357,,,,,364,IRN,2022/05/16,8,149475105,0
Iran,5/17/22,7228786,141236,,,352,,8606.419636180668,,,,,364,IRN,2022/05/17,4,149475105,0
Iran,5/18/22,7229074,141244,,,288,,8606.762522089204,,,,,364,IRN,2022/05/18,8,149588884,113779
Iran,5/19/22,7229354,141253,,,280,,8607.09588338917,,,,,364,IRN,2022/05/19,9,149619024,30140
Iran,5/20/22,7229582,141262,,,228,,8607.367334733426,,,,,364,IRN,2022/05/20,9,149627521,8497
Iran,5/21/22,7229741,141271,,,159,,8607.556636328763,,,,,364,IRN,2022/05/21,9,149661505,33984
Iraq,4/24/22,2324223,25205,,,82,,5778.414635210544,,,,,368,IRQ,2022/04/24,1,17943392,0
Iraq,4/25/22,2324384,25207,,,161,,5778.814908659464,,,,,368,IRQ,2022/04/25,2,17943392,0
Iraq,4/26/22,2324531,25208,,,147,,5779.180375721521,,,,,368,IRQ,2022/04/26,1,17943392,0
Iraq,4/27/22,2324699,25208,,,168,,5779.598052363872,,,,,368,IRQ,2022/04/27,0,18060386,0
Iraq,4/28/22,2324847,25209,,,148,,5779.96600559642,,,,,368,IRQ,2022/04/28,1,18060386,0
Iraq,4/29/22,2324982,25211,,,135,,5780.301638612595,,,,,368,IRQ,2022/04/29,2,18060386,0
Iraq,4/30/22,2325092,25211,,,110,,5780.575117366515,,,,,368,IRQ,2022/04/30,0,18060386,0
Iraq,5/1/22,2325175,25211,,,83,,5780.7814695172,,,,,368,IRQ,2022/05/01,0,18060386,0
Iraq,5/2/22,2325247,25211,,,72,,5780.960473792494,,,,,368,IRQ,2022/05/02,0,18060386,0
Iraq,5/3/22,2325287,25212,,,40,,5781.059920612101,,,,,368,IRQ,2022/05/03,1,18060386,0
Iraq,5/4/22,2325352,25212,,,65,,5781.221521693963,,,,,368,IRQ,2022/05/04,0,18108254,0
Iraq,5/5/22,2325397,25212,,,45,,5781.333399366022,,,,,368,IRQ,2022/05/05,0,18118688,0
Iraq,5/6/22,2325467,25213,,,70,,5781.507431300334,,,,,368,IRQ,2022/05/06,1,18118688,0
Iraq,5/7/22,2325522,25213,,,55,,5781.644170677295,,,,,368,IRQ,2022/05/07,0,18118688,0
Iraq,5/8/22,2325614,25213,,,92,,5781.872898362391,,,,,368,IRQ,2022/05/08,0,18118688,0
Iraq,5/9/22,2325740,25214,,,126,,5782.186155844155,,,,,368,IRQ,2022/05/09,1,18118688,0
Iraq,5/10/22,2325871,25215,,,131,,5782.51184417837,,,,,368,IRQ,2022/05/10,1,18118688,0
Iraq,5/11/22,2326033,25215,,,162,,5782.91460379778,,,,,368,IRQ,2022/05/11,0,18142685,0
Iraq,5/12/22,2326162,25216,,,129,,5783.235319791013,,,,,368,IRQ,2022/05/12,1,18142685,0
Iraq,5/13/22,2326288,25216,,,126,,5783.548577272777,,,,,368,IRQ,2022/05/13,0,18142685,0
Iraq,5/14/22,2326356,25216,,,68,,5783.717636866109,,,,,368,IRQ,2022/05/14,0,18142685,0
Iraq,5/15/22,2326458,25216,,,102,,5783.971226256109,,,,,368,IRQ,2022/05/15,0,18142685,0
Iraq,5/16/22,2326577,25216,,,119,,5784.26708054444,,,,,368,IRQ,2022/05/16,0,18190992,0
Iraq,5/17/22,2326726,25216,,,149,,5784.637519947478,,,,,368,IRQ,2022/05/17,0,18190992,0
Iraq,5/18/22,2326852,25216,,,126,,5784.9507774292415,,,,,368,IRQ,2022/05/18,0,18190992,0
Iraq,5/19/22,2326965,25216,,,113,,5785.2317146946325,,,,,368,IRQ,2022/05/19,0,18190992,0
Iraq,5/20/22,2327114,25216,,,149,,5785.60215409767,,,,,368,IRQ,2022/05/20,0,18190992,0
Iraq,5/21/22,2327192,25216,,,78,,5785.796075395905,,,,,368,IRQ,2022/05/21,0,18190992,0
Ireland,4/24/22,1509536,6996,,,0,,30571.04829766155,,,,,372,IRL,2022/04/24,0,10837561,0
Ireland,4/25/22,1512812,7016,,,3276,,30637.393687386033,,,,,372,IRL,2022/04/25,20,10837561,0
Ireland,4/26/22,1514035,7028,,,1223,,30662.161822805156,,,,,372,IRL,2022/04/26,12,10837561,0
Ireland,4/27/22,1515005,7054,,,970,,30681.806214756543,,,,,372,IRL,2022/04/27,26,10842854,5293
Ireland,4/28/22,1516153,7076,,,1148,,30705.055453890764,,,,,372,IRL,2022/04/28,22,10842854,0
Ireland,4/29/22,1517112,7087,,,959,,30724.477074387036,,,,,372,IRL,2022/04/29,11,10845743,2889
Ireland,5/3/22,1519296,7092,,,2184,,30768.70733420336,,,,,372,IRL,2022/05/03,5,10858989,8345
Ireland,5/4/22,1520327,7103,,,1031,,30789.58709513313,,,,,372,IRL,2022/05/04,11,10861782,2793
Ireland,5/5/22,1521474,7108,,,1147,,30812.816082316887,,,,,372,IRL,2022/05/05,5,10864586,2804
Ireland,5/6/22,1522363,7131,,,889,,30830.820066280583,,,,,372,IRL,2022/05/06,23,10866765,2179
Ireland,5/9/22,1524555,7163,,,2192,,30875.21234170063,,,,,372,IRL,2022/05/09,32,10876194,9429
Ireland,5/10/22,1527328,7167,,,2773,,30931.37100034104,,,,,372,IRL,2022/05/10,4,10877615,1421
Ireland,5/11/22,1529627,7170,,,2299,,30977.93023446088,,,,,372,IRL,2022/05/11,3,10880182,2567
Ireland,5/12/22,1532771,7176,,,3144,,31041.60236672394,,,,,372,IRL,2022/05/12,6,10883876,3694
Ireland,5/13/22,1535451,7203,,,2680,,31095.877593971076,,,,,372,IRL,2022/05/13,27,10887041,3165
Ireland,5/18/22,1551835,7244,,,16384,,31427.68555039536,,,,,372,IRL,2022/05/18,41,10899248,3673
Ireland,5/21/22,1551835,7244,,,0,,31427.68555039536,,,,,372,IRL,2022/05/21,0,10969483,0
Israel,4/24/22,4057765,10670,,,3430,,46880.54738577288,,,,,376,ISR,2022/04/24,12,18125135,1777
Israel,4/25/22,4062271,10673,,,4506,,46932.60652338196,,,,,376,ISR,2022/04/25,3,18126816,1681
Israel,4/26/22,4066014,10694,,,3743,,46975.85049854191,,,,,376,ISR,2022/04/26,21,18128457,1641
Israel,4/27/22,4067680,10695,,,1666,,46995.09828443999,,,,,376,ISR,2022/04/27,1,18128457,0
Israel,4/28/22,4071484,10695,,,3804,,47039.047010464164,,,,,376,ISR,2022/04/28,0,18128457,0
Israel,4/29/22,4074112,10695,,,2628,,47069.4090640897,,,,,376,ISR,2022/04/29,0,18130689,2232
Israel,4/30/22,4076104,10695,,,1992,,47092.42322345882,,,,,376,ISR,2022/04/30,0,18131492,803
Israel,5/1/22,4077856,10698,,,1752,,47112.66459254251,,,,,376,ISR,2022/05/01,3,18131618,126
Israel,5/2/22,4080480,10697,,,2624,,47142.98043299662,,,,,376,ISR,2022/05/02,,18133839,2221
Israel,5/3/22,4082954,10699,,,2474,,47171.56327952233,,,,,376,ISR,2022/05/03,2,18134557,718
Israel,5/4/22,4085411,10699,,,2457,,47199.94972006949,,,,,376,ISR,2022/05/04,0,18136096,1539
Israel,5/5/22,4086659,10741,,,1248,,47214.368229553766,,,,,376,ISR,2022/05/05,42,18136193,97
Israel,5/6/22,4087878,10741,,,1219,,47228.45169354521,,,,,376,ISR,2022/05/06,0,18136412,219
Israel,5/7/22,4090373,10741,,,2495,,47257.277159220896,,,,,376,ISR,2022/05/07,0,18136696,284
Israel,5/8/22,4092047,10741,,,1674,,47276.61737146182,,,,,376,ISR,2022/05/08,0,18137890,1194
Israel,5/9/22,4095425,10741,,,3378,,47315.644394729345,,,,,376,ISR,2022/05/09,0,18137913,23
Israel,5/10/22,4097837,10749,,,2412,,47343.510937097984,,,,,376,ISR,2022/05/10,8,18140489,2576
Israel,5/11/22,4100092,10749,,,2255,,47369.56361248823,,,,,376,ISR,2022/05/11,0,18141089,600
Israel,5/12/22,4102024,10749,,,1932,,47391.884574286,,,,,376,ISR,2022/05/12,0,18142954,1865
Israel,5/13/22,4104278,10749,,,2254,,47417.92569638339,,,,,376,ISR,2022/05/13,0,18143215,261
Israel,5/14/22,4105361,10748,,,1083,,47430.437912546426,,,,,376,ISR,2022/05/14,,18143368,153
Israel,5/15/22,4108393,10800,,,3032,,47465.46749648578,,,,,376,ISR,2022/05/15,52,18144592,1224
Israel,5/16/22,4110592,10805,,,2199,,47490.87318747609,,,,,376,ISR,2022/05/16,5,18145881,1289
Israel,5/17/22,4112831,10812,,,2239,,47516.741010180645,,,,,376,ISR,2022/05/17,7,18146461,580
Israel,5/18/22,4114959,10812,,,2128,,47541.326417378186,,,,,376,ISR,2022/05/18,0,18148044,1583
Israel,5/19/22,4117071,10826,,,2112,,47565.72697189003,,,,,376,ISR,2022/05/19,14,18149126,1082
Israel,5/20/22,4118975,10827,,,1904,,47587.72444148783,,,,,376,ISR,2022/05/20,1,18149665,539
Israel,5/21/22,4120614,10827,,,1639,,47606.66028847879,,,,,376,ISR,2022/05/21,0,18149808,143
Italy,4/24/22,16136057,162688,,,56848,,26688.0071836399,,,,,380,ITA,2022/04/24,79,136609792,6940
Italy,4/25/22,16161339,162781,,,25282,,26729.8219961196,,,,,380,ITA,2022/04/25,93,136613343,3551
Italy,4/26/22,16191323,162927,,,29984,,26779.41361614141,,,,,380,ITA,2022/04/26,146,136663183,49840
Italy,4/27/22,16279754,163113,,,88431,,26925.67283939877,,,,,380,ITA,2022/04/27,186,136691171,27988
Italy,4/28/22,16349788,163244,,,70034,,27041.50460022479,,,,,380,ITA,2022/04/28,131,136728641,37470
Italy,4/29/22,16409183,163377,,,59395,,27139.74013488312,,,,,380,ITA,2022/04/29,133,136782608,53967
Italy,4/30/22,16463200,163507,,,54017,,27229.080801195756,,,,,380,ITA,2022/04/30,130,136832895,50287
Italy,5/1/22,16504791,163612,,,41591,,27297.86965753004,,,,,380,ITA,2022/05/01,105,136841817,8922
Italy,5/2/22,16523859,163736,,,19068,,27329.40691108446,,,,,380,ITA,2022/05/02,124,136877190,35373
Italy,5/3/22,16586268,163889,,,62409,,27432.627409148132,,,,,380,ITA,2022/05/03,153,136943838,66648
Italy,5/4/22,16633911,164041,,,47643,,27511.425886759494,,,,,380,ITA,2022/05/04,152,136944426,588
Italy,5/5/22,16682626,164179,,,48715,,27591.997383870035,,,,,380,ITA,2022/05/05,138,137003135,58709
Italy,5/6/22,16726990,164304,,,44364,,27665.37260500956,,,,,380,ITA,2022/05/06,125,137043871,40736
Italy,5/7/22,16767773,164417,,,40783,,27732.825080975057,,,,,380,ITA,2022/05/07,113,137071474,27603
Italy,5/8/22,16798998,164489,,,31225,,27784.469235696943,,,,,380,ITA,2022/05/08,72,137077167,5693
Italy,5/9/22,16816419,164573,,,17421,,27813.2824564947,,,,,380,ITA,2022/05/09,84,137116058,38891
Italy,5/10/22,16872618,164731,,,56199,,27906.23201137749,,,,,380,ITA,2022/05/10,158,137156176,40118
Italy,5/11/22,16915301,164846,,,42683,,27976.826965932953,,,,,380,ITA,2022/05/11,115,137201225,45049
Italy,5/12/22,16954784,164976,,,39483,,28042.129324968475,,,,,380,ITA,2022/05/12,130,137248456,47231
Italy,5/13/22,16993813,165091,,,39029,,28106.680797014607,,,,,380,ITA,2022/05/13,115,137289630,41174
Italy,5/14/22,17030147,165182,,,36334,,28166.77491127129,,,,,380,ITA,2022/05/14,91,137319698,30068
Italy,5/15/22,17057873,165244,,,27726,,28212.631943579345,,,,,380,ITA,2022/05/15,62,137324990,5292
Italy,5/16/22,17071649,165346,,,13776,,28235.416567292672,,,,,380,ITA,2022/05/16,102,137356151,31161
Italy,5/17/22,17116550,165494,,,44901,,28309.679952117887,,,,,380,ITA,2022/05/17,148,137387197,31046
Italy,5/18/22,17147477,165630,,,30927,,28360.831233881978,,,,,380,ITA,2022/05/18,136,137430342,43145
Italy,5/19/22,17178199,165738,,,30722,,28411.643458745573,,,,,380,ITA,2022/05/19,108,137449798,19456
Italy,5/20/22,17205017,165827,,,26818,,28455.998717074846,,,,,380,ITA,2022/05/20,89,137449798,0
Italy,5/21/22,17229263,165918,,,24246,,28496.10005175497,,,,,380,ITA,2022/05/21,91,137449798,0
Jamaica,4/24/22,129489,2943,,,0,,4372.91319181902,,,,,388,JAM,2022/04/24,0,1410964,0
Jamaica,4/25/22,129632,2948,,,143,,4377.742378749416,,,,,388,JAM,2022/04/25,5,1412239,1275
Jamaica,4/26/22,129681,2949,,,49,,4379.397135110182,,,,,388,JAM,2022/04/26,1,1413247,1008
Jamaica,4/27/22,129747,2954,,,66,,4381.625990616519,,,,,388,JAM,2022/04/27,5,1413247,0
Jamaica,4/28/22,129862,2955,,,115,,4385.50960248362,,,,,388,JAM,2022/04/28,1,1413247,0
Jamaica,4/29/22,129978,2962,,,116,,4389.426984888697,,,,,388,JAM,2022/04/29,7,1415226,1979
Jamaica,5/2/22,130299,2967,,,321,,4400.267327578608,,,,,388,JAM,2022/05/02,5,1415226,
Jamaica,5/3/22,130388,2969,,,89,,4403.272905458366,,,,,388,JAM,2022/05/03,2,1418660,3434
Jamaica,5/4/22,130473,2970,,,85,,4406.143401186224,,,,,388,JAM,2022/05/04,1,1418660,0
Jamaica,5/5/22,130596,2972,,,123,,4410.297177357124,,,,,388,JAM,2022/05/05,2,1420563,1903
Jamaica,5/6/22,130787,2973,,,191,,4416.747350110311,,,,,388,JAM,2022/05/06,1,1420563,0
Jamaica,5/8/22,131161,2977,,,374,,4429.377531312887,,,,,388,JAM,2022/05/08,4,1422158,1595
Jamaica,5/9/22,131327,2980,,,166,,4434.983440616704,,,,,388,JAM,2022/05/09,3,1422615,457
Jamaica,5/11/22,131544,2987,,,217,,4442.311647357236,,,,,388,JAM,2022/05/11,7,1424600,1985
Jamaica,5/12/22,131704,2991,,,160,,4447.714933433204,,,,,388,JAM,2022/05/12,4,1424600,0
Jamaica,5/13/22,131980,2995,,,276,,4457.035601914249,,,,,388,JAM,2022/05/13,4,1426444,1844
Jamaica,5/16/22,132909,3011,,,929,,4488.408431692839,,,,,388,JAM,2022/05/16,16,1427890,1446
Jamaica,5/17/22,133103,3011,,,194,,4494.959916059951,,,,,388,JAM,2022/05/17,0,1428889,999
Jamaica,5/18/22,133250,3013,,,147,,4499.924185142247,,,,,388,JAM,2022/05/18,2,1428889,0
Jamaica,5/19/22,133538,3018,,,288,,4509.650100078989,,,,,388,JAM,2022/05/19,5,1430546,1657
Jamaica,5/20/22,133904,3021,,,366,,4522.010116977766,,,,,388,JAM,2022/05/20,3,1431634,1088
Jamaica,5/21/22,133904,3021,,,0,,4522.010116977766,,,,,388,JAM,2022/05/21,0,1431634,0
Japan,4/24/22,7656600,29305,,,38493,,6053.774845592213,,,,,392,JPN,2022/04/24,15,268822890,1432608
Japan,4/25/22,7681363,29344,,,24763,,6073.353983395075,,,,,392,JPN,2022/04/25,39,269554770,731880
Japan,4/26/22,7721795,29409,,,40432,,6105.321988065162,,,,,392,JPN,2022/04/26,65,270206587,651817
Japan,4/27/22,7767997,29469,,,46202,,6141.852106579392,,,,,392,JPN,2022/04/27,60,270206587,0
Japan,4/28/22,7809668,29508,,,41671,,6174.7997402014535,,,,,392,JPN,2022/04/28,39,270695768,489181
